name,price,product_url,image_url,category,subcategory,product_id,size,brand
Coles Vine Ripened Tomatoes | 500g,$4.90,https://www.coles.com.au/product/coles-vine-ripened-tomatoes-500g-4835171,https://cdn.productimages.coles.com.au/productimages/4/4835171.jpg,Fruit & Vegetables,,4835171,500g,Coles
Coles Mushrooms Sliced | 500g,$6.00,https://www.coles.com.au/product/coles-mushrooms-sliced-500g-2728862,https://cdn.productimages.coles.com.au/productimages/2/2728862.jpg,Fruit & Vegetables,,2728862,500g,Coles
Coles Avocados Prepacked | 5 Pack,$4.50,https://www.coles.com.au/product/coles-avocados-prepacked-5-pack-3479297,https://cdn.productimages.coles.com.au/productimages/3/3479297.jpg,Fruit & Vegetables,,3479297,5,Coles
Coles I'm Perfect Sweet Potato | 1.5kg,$3.90,https://www.coles.com.au/product/coles-i'm-perfect-sweet-potato-1.5kg-3616751,https://cdn.productimages.coles.com.au/productimages/3/3616751.jpg,Fruit & Vegetables,,3616751,1.5kg,Coles I' M Perfect
Coles Baby Gem Lettuce | 3 pack,$3.50,https://www.coles.com.au/product/coles-baby-gem-lettuce-3-pack-2584547,https://cdn.productimages.coles.com.au/productimages/2/2584547.jpg,Fruit & Vegetables,,2584547,3,Coles
Coles Wombok Chinese Cabbage Whole | 1 Each,$4.90,https://www.coles.com.au/product/coles-wombok-chinese-cabbage-whole-1-each-4879042,https://cdn.productimages.coles.com.au/productimages/4/4879042.jpg,Fruit & Vegetables,,4879042,1,Coles
Coles Red Royale Washed Potatoes | 2 Kg,$6.00,https://www.coles.com.au/product/coles-red-royale-washed-potatoes-2-kg-7963859,https://cdn.productimages.coles.com.au/productimages/7/7963859.jpg,Fruit & Vegetables,,7963859,2Kg,Coles
Coles I'm Perfect Apples Prepacked | 2kg,$4.90,https://www.coles.com.au/product/coles-i'm-perfect-apples-prepacked-2kg-3586446,https://cdn.productimages.coles.com.au/productimages/3/3586446.jpg,Fruit & Vegetables,,3586446,2kg,Coles I' M Perfect
Coles Papaya Loose | 1 each,$4.50,https://www.coles.com.au/product/coles-papaya-loose-1-each-6950578,https://cdn.productimages.coles.com.au/productimages/6/6950578.jpg,Fruit & Vegetables,,6950578,1,Coles
Coles Organic Bananas | approx. 170g,$0.94,https://www.coles.com.au/product/coles-organic-bananas-approx.-170g-1039770,https://cdn.productimages.coles.com.au/productimages/1/1039770.jpg,Fruit & Vegetables,,1039770,approx. 170g,Coles
