title,price,size,productUrl,imageUrl,category,brand
Colgate Total Advanced Whitening Antibacterial Toothpaste,$10.10,200g,https://www.igashop.com.au/product/31580,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/31580.jpg",Tooth Paste,Colgate
Colgate Total Charcoal Deep Clean Antibacterial Toothpaste,$6.20,115g,https://www.igashop.com.au/product/30660,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/30660.jpg",Tooth Paste,Colgate
Colgate Total Gum Health Toothpaste,$6.20,115ml,https://www.igashop.com.au/product/30686,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/30686.jpg",Tooth Paste,Colgate
Colgate Total Mint Stripe Antibacterial Gel Toothpaste,$6.50,200g,https://www.igashop.com.au/product/31467,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/31467.jpg",Tooth Paste,Colgate
Colgate Total Mint Stripe Antibacterial Gel Toothpaste,$4.00,115g,https://www.igashop.com.au/product/75270,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/75270.jpg",Tooth Paste,Colgate
Colgate Total Original Antibacterial Fluoride Toothpaste,$2.70,40g,https://www.igashop.com.au/product/30429,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/30429.jpg",Tooth Paste,Colgate
Colgate Total Original Antibacterial Fluoride Toothpaste,$4.00,115g,https://www.igashop.com.au/product/31145,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/31145.jpg",Tooth Paste,Colgate
Colgate Total Original Antibacterial Fluoride Toothpaste,$6.50,200g,https://www.igashop.com.au/product/31187,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/31187.jpg",Tooth Paste,Colgate
"Colgate Total Tartar Control Dental Floss, 25m, Protects Gums & Reduces Tooth Decay",$3.00,1,https://www.igashop.com.au/product/494631,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/494631.jpg",Dental Floss and Tape,Colgate
Colgate Triple Action Cavity Protection Fluoride Original Mint Toothpaste,$2.80,110g,https://www.igashop.com.au/product/440315,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/440315.jpg",Tooth Paste,Colgate
Colgate Triple Action Cavity Protection Fluoride Toothpaste Original Mint,$3.40,160g,https://www.igashop.com.au/product/3838,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/3838.jpg",Tooth Paste,Colgate
Colgate Twister Deep Cleaning Toothbrush with Spiral Bristles Medium,$2.50,1,https://www.igashop.com.au/product/381600,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/381600.jpg",Tooth Brushes,Colgate
Colgate Twister Deep Cleaning Toothbrush with Spiral Bristles Soft,$2.50,1,https://www.igashop.com.au/product/388660,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/388660.jpg",Tooth Brushes,Colgate
Colgate Zig Zag Deep Interdental Clean 25% Recycled Plastic Toothbrush Soft Adult,$3.00,1,https://www.igashop.com.au/product/484589,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/484589.jpg",Tooth Brushes,Colgate
Colgate Zig Zag Deep Interdental Clean Toothbrush Medium Adult,$3.00,1,https://www.igashop.com.au/product/644197,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/644197.jpg",Tooth Brushes,Colgate
Colgate Zig Zag Deep Interdental Clean Toothbrush Soft,$7.00,3,https://www.igashop.com.au/product/609383,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/609383.jpg",Tooth Brushes,Colgate
Colgate Zigzag Deep Interdental Clean Toothbrush Medium,$10.00,6,https://www.igashop.com.au/product/6072,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/6072.jpg",Tooth Brushes,Colgate
Colgate Zigzag Deep Interdental Clean Toothbrush Medium,$7.00,3,https://www.igashop.com.au/product/609406,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/609406.jpg",Tooth Brushes,Colgate
Coloxyl Tab With Senna,$8.00,45,https://www.igashop.com.au/product/487210,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/487210.jpg",Medicinal Oil and Ointments,Coloxyl
Community Co Aussie Black Chia Seeds,$5.80,350g,https://www.igashop.com.au/product/799230,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/799230.jpg",Supplements and Superfoods,Community Co
Community Co Body Wash Coco Honey,$4.50,500ml,https://www.igashop.com.au/product/989615,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/989615.jpg",Body Wash and Shower Gel,Community Co
Community Co Body Wash Cucumber & Aloe,$4.50,500ml,https://www.igashop.com.au/product/989759,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/989759.jpg",Body Wash and Shower Gel,Community Co
Community Co Coconut & Coffee Soap,$3.40,2,https://www.igashop.com.au/product/847287,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/847287.jpg",Bar Soap,Community Co
Community Co Denture Brush,$2.20,1,https://www.igashop.com.au/product/808089,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/808089.jpg",Denture Care,Community Co
Community Co Denture Tabs,$3.50,48,https://www.igashop.com.au/product/808071,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/808071.jpg",Denture Care,Community Co
Community Co For U Long Liner,$2.75,32,https://www.igashop.com.au/product/190000001521,"https://cdn.metcash.media/image/upload/w_1500,h_1500,c_pad,b_auto/igashop/images/190000001521.jpg",Feminine Hygiene,Community Co
