name,price,product_url,image_url,category,subcategory,brand,size,canonical_brand
Mixed Vegetables 1kg,$2.79,https://www.aldi.com.au/products/market-fare-mixed-vegetables-1kg,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/1854d0fc-6713-4712-a021-b5bcebbf1881/market-fare-mixed-vegetables-1kg,Freezer,Frozen Fruit & Vegetables,MARKET FARE,1kg,MARKET FARE
Garden Peas 1kg,$2.49,https://www.aldi.com.au/products/market-fare-garden-peas-1kg,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/09800c91-4c23-430b-89c1-797e7d3652a5/market-fare-garden-peas-1kg,Freezer,Frozen Fruit & Vegetables,MARKET FARE,1kg,MARKET FARE
Potato Bake 800g,$6.59,https://www.aldi.com.au/products/market-fare-potato-bake-800g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/7b69e03e-22b1-4469-9eed-56853ea38d1b/market-fare-potato-bake-800g,Freezer,Frozen Fruit & Vegetables,MARKET FARE,0.8kg,MARKET FARE
Spinach & Ricotta Triangles 12 Pack 360g,$3.29,https://www.aldi.com.au/products/elmsbury-spinach-ricotta-triangles-12-pack-360g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/7b7a0e12-4341-4827-90d4-3072057b504a/elmsbury-spinach-ricotta-triangles-12-pack-360g,Freezer,Frozen Party Food & Snacks,ELMSBURY,360g,ELMSBURY
Choc Coats 10 Pack 865ml,$3.99,https://www.aldi.com.au/products/milfina-choc-coats-10-pack-865ml,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/da9436f6-685e-4e11-9a07-8f09e991853a/milfina-choc-coats-10-pack-865ml,Freezer,Ice Cream Snacks,MILFINA,865ml,MILFINA
Spinach 250g,$1.09,https://www.aldi.com.au/products/market-fare-spinach-250g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/3e92cd2b-9ad3-40f1-b586-f4e4c8710278/market-fare-spinach-250g,Freezer,Frozen Fruit & Vegetables,MARKET FARE,0.25kg,MARKET FARE
Crumbed Prawn Cutlets 360g,$5.99,https://www.aldi.com.au/products/ocean-royale-crumbed-prawn-cutlets-360g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/17ccac91-c16f-46e1-9ef1-31735761cdac/ocean-royale-crumbed-prawn-cutlets-360g,Freezer,Frozen Meat & Seafood,OCEAN ROYALE,0.36kg,OCEAN ROYALE
Beef Lasagne 2kg,$11.49,https://www.aldi.com.au/products/international-cuisine-beef-lasagne-2kg,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/d57e5d74-23b7-48cf-829a-284de2cd5f72/international-cuisine-beef-lasagne-2kg,Freezer,Frozen Ready Meals,INTERNATIONAL CUISINE,2000g,INTERNATIONAL CUISINE
Broccoli 500g,$2.79,https://www.aldi.com.au/products/market-fare-broccoli-500g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/31942024-3b50-4311-bdd9-3f5934c541e0/market-fare-broccoli-500g,Freezer,Frozen Fruit & Vegetables,MARKET FARE,0.5kg,MARKET FARE
Supreme Family Pizza 500g,$4.49,https://www.aldi.com.au/products/international-cuisine-supreme-family-pizza-500g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/5d2766ba-4df0-4665-a88b-ec2480bab45f/international-cuisine-supreme-family-pizza-500g,Freezer,Frozen Pizzas,INTERNATIONAL CUISINE,500g,INTERNATIONAL CUISINE
Hawaiian Family Pizza 500g,$4.49,https://www.aldi.com.au/products/international-cuisine-hawaiian-family-pizza-500g,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/1500/2f755fd8-6197-40f6-8332-5aaa054460c2/international-cuisine-hawaiian-family-pizza-500g,Freezer,Frozen Pizzas,INTERNATIONAL CUISINE,500g,INTERNATIONAL CUISINE
